indexw,user,token,amount
3556,7ak5GrNZu7C3skXZjpfqHYTjoTY2KAfyhArpLrRh7BNV,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.012649662
3557,7ak5GrNZu7C3skXZjpfqHYTjoTY2KAfyhArpLrRh7BNV,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.675123
3558,7ak5GrNZu7C3skXZjpfqHYTjoTY2KAfyhArpLrRh7BNV,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.276951343
3559,EUutcd6GvYrHwUBJQqWAxFQmRiDpsX1sSgw5cLBnt2mG,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.74e-07
3560,EUutcd6GvYrHwUBJQqWAxFQmRiDpsX1sSgw5cLBnt2mG,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,50.079135
3561,AjNX5n8XyZxetXMpA4SquaSNpLxpr8qvkwipFyHB3PVp,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9e-08
3562,AjNX5n8XyZxetXMpA4SquaSNpLxpr8qvkwipFyHB3PVp,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,177.341677
3563,FHzekpG198oJkzjmypZC4feVzJZYJBsfvoNry5HsHSbS,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11.601376
3564,FHzekpG198oJkzjmypZC4feVzJZYJBsfvoNry5HsHSbS,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,117.788464531
3565,9Xdjk1HJen9wxRCWQC4FG3pCsfCdxmsHwkFH8GyoDFPw,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,503.967166
3566,9Xdjk1HJen9wxRCWQC4FG3pCsfCdxmsHwkFH8GyoDFPw,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.230000338
3567,HekNUZdx9G7Be3WGrndMZWLsVcj8UYRngdQKGkxaa8F5,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.047491
3568,AifcHopE2U8zjNtSfD1N7gazEsPo8UNF9WfDuuVsrbr,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.58e-07
3569,AifcHopE2U8zjNtSfD1N7gazEsPo8UNF9WfDuuVsrbr,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1046.567556
3570,85t4f9rWRWFC8sQW5RygzqYv3Nq5Y8CnhgnJ5Vv6XRi9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.278804
3571,85t4f9rWRWFC8sQW5RygzqYv3Nq5Y8CnhgnJ5Vv6XRi9,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,99.900000132
3572,85t4f9rWRWFC8sQW5RygzqYv3Nq5Y8CnhgnJ5Vv6XRi9,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,1.0
3573,Bgrk2bZVuHNfdXUGtDyif4cUHUMnmeWtCmine5vRST1M,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
3574,Bgrk2bZVuHNfdXUGtDyif4cUHUMnmeWtCmine5vRST1M,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,27.010357024
3575,Bgrk2bZVuHNfdXUGtDyif4cUHUMnmeWtCmine5vRST1M,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,8.8e-08
3576,6NbPmYM1tedZgSDDcCcPJPrGHZdux8Xrj7fY9wirwbnS,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.2e-08
3577,6NbPmYM1tedZgSDDcCcPJPrGHZdux8Xrj7fY9wirwbnS,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.516128
3578,2aXPRS8u1cW3y6TjwwiGZ9WW3e3enhWGJ8LX6nH96cj1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,54.700004
3579,2aXPRS8u1cW3y6TjwwiGZ9WW3e3enhWGJ8LX6nH96cj1,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.28e-07
3580,5HCfSDUwnSAvDdbT5C97whdcpWtw1q9ARWyKM1zue5Zz,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.369469351
3581,5HCfSDUwnSAvDdbT5C97whdcpWtw1q9ARWyKM1zue5Zz,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.406152
3582,4sVbrLGwsuwB6SYNU2E1DqTevB9ihoyhoXBCQL8Hqyyp,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1585.447236
3583,4sVbrLGwsuwB6SYNU2E1DqTevB9ihoyhoXBCQL8Hqyyp,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
3584,4sVbrLGwsuwB6SYNU2E1DqTevB9ihoyhoXBCQL8Hqyyp,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.56000015
3585,4sVbrLGwsuwB6SYNU2E1DqTevB9ihoyhoXBCQL8Hqyyp,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,3.429678721
3586,Fgsorkp1D3zNKgtYaK8DLrVKfUVASLQfW866shBTWrCw,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,1.94e-07
3587,Fgsorkp1D3zNKgtYaK8DLrVKfUVASLQfW866shBTWrCw,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.009922
3588,Fgsorkp1D3zNKgtYaK8DLrVKfUVASLQfW866shBTWrCw,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,647.165571
3589,7NbqUN4F7Y9tkkSPKiRcCgE97dqcHEf5CC2KFD6CZDC2,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.931261
3590,8c1CSVGGBqZtBvDJyYi46kDESTBdifUcUYEey9qqjfv8,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,385.791805
3591,BvS5pn1iGC2WukLnULzRTAWyr9RYsHC8JLvMfa5hM6Jm,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,15.210128215
3592,BvS5pn1iGC2WukLnULzRTAWyr9RYsHC8JLvMfa5hM6Jm,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3.55e-07
3593,BvS5pn1iGC2WukLnULzRTAWyr9RYsHC8JLvMfa5hM6Jm,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.286625
3594,DftWfFed2w5r9WzXsiLvLULp7mSA6txgJNksj7PNSy8a,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,6e-08
3595,DftWfFed2w5r9WzXsiLvLULp7mSA6txgJNksj7PNSy8a,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.021731
3596,DftWfFed2w5r9WzXsiLvLULp7mSA6txgJNksj7PNSy8a,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,5.717680146
3597,G8XzniM1Kn4WazxtvKbLpaKoJ21j6DcPmHNLomVYzppp,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.160000881
3598,G8XzniM1Kn4WazxtvKbLpaKoJ21j6DcPmHNLomVYzppp,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.816276
3599,7yC9RKa1zTbWeYndBe5NBgvSaogmTBMn4oe6PvcYGBqt,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.047339
3600,7yC9RKa1zTbWeYndBe5NBgvSaogmTBMn4oe6PvcYGBqt,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.005887942
3601,3oUKa2MpcxzCXbZYSAXRe1nJg8MSnRX89acmbqJq4pgm,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7e-08
3602,3oUKa2MpcxzCXbZYSAXRe1nJg8MSnRX89acmbqJq4pgm,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.20349
3603,2DnZM8Xhrgt3gD91zPxquPvWHdmbAStjPhHpKenvsqHs,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.77e-07
3604,EaM9a9qLhN8mT9yXDwEa2e3aX8tJ565YQQDjaBs8GBKa,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.18555
3605,EaM9a9qLhN8mT9yXDwEa2e3aX8tJ565YQQDjaBs8GBKa,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.010000107
3606,GBMLbxYfQ8KapVhikDLTYgdKVzUrE3SCMfrsmxd1cYb6,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,5.8e-08
3607,FkGEj46i59Ytm7Mz7edQGP6BwMxotMRdSMeeC76pWM9Z,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.8e-07
3608,FqGocVA3cA9ZPNq6L66hc8x7wG44GwZ2Zsn9hqDseAFN,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.6e-08
3609,DVdwrYy4BfJcbjkigpqch1tQrAFhy6JVekLmWWZVaqpP,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.27e-07
3610,DVdwrYy4BfJcbjkigpqch1tQrAFhy6JVekLmWWZVaqpP,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.480686
3611,6En2qNTqWLb72jL54aYtM3v6eEQj2CEHQtXUE7nZuaTp,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,381.357674
3612,6En2qNTqWLb72jL54aYtM3v6eEQj2CEHQtXUE7nZuaTp,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9e-09
3613,6En2qNTqWLb72jL54aYtM3v6eEQj2CEHQtXUE7nZuaTp,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.390416361
3614,41v6bsunuBNKMDgytXd5dPrmodyHZNzmuRfqLiusFvHL,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1571.882737
3615,41v6bsunuBNKMDgytXd5dPrmodyHZNzmuRfqLiusFvHL,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,5e-08
3616,8bDq8KPykL9FbEZ388fAm6BjYfPJA2QQxgJpJg3vU8Qf,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,217.826473
3617,8bDq8KPykL9FbEZ388fAm6BjYfPJA2QQxgJpJg3vU8Qf,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.86e-07
3618,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,0.000207
3619,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,B5waaKnsmtqFawPspUwcuy1cRjAC7u2LrHSwxPSxK4sZ,558.077289
3620,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,9y3QYM5mcaB8tU7oXRzAQnzHVa75P8riDuPievLp64cY,81.22214
3621,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,cxxShYRVcepDudXhe7U62QHvw8uBJoKFifmzggGKVC2,8.889236561
3622,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,FFdjrSvNALfdgxANNpt3x85WpeVMdQSH5SEP2poM8fcK,71.106848
3623,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,Gc7W5U66iuHQcC1cQyeX9hxkPF2QUVJPTf1NWbW8fNrt,498.549094
3624,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,894ptAFT7d3inPsWTniCGL2NZpJDiXGvFZFfuHXA1w8F,243.711861
3625,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,BtXnDsnidDZnkVFJJnqtAMMCtkoG5uioYF72yC8fhVTn,0.446584
3626,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,BzZ3mLyXEaGt1Na1zxfZYjRJBFDbDckurc2LDq46irUx,439.002412
3627,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,0.002871
3628,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,0.032525122
3629,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,Lrxqnh6ZHKbGy3dcrCED43nsoLkM1LTzU2jRfWe8qUC,1.8e-05
3630,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx,5.65534724
3631,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,1.5325e-05
3632,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,ArdsPHY5LsCjvxSxZz8f3vTkv5qoYihmCCPMYvr6aQza,5.0
3633,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.001054
3634,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,sonarX4VtVkQemriJeLm6CKeW3GDMyiBnnAEMw1MRAE,50.00000057
3635,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,GFX1ZjR2P15tmrSwow6FjyDYcEkoFb4p4gJCpLBjaxHD,0.044119633
3636,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,FnKE9n6aGjQoNWRBZXy4RW6LZVao7qwBonUbiD7edUmZ,1.288e-05
3637,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,2FPyTwcZLUg1MDrwsyoP4D6s1tM7hAkHYRjkNb5w6Pxk,4.4e-05
3638,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,0.087205383
3639,G5n4uFnUVYMSTUuEHq7b5UqD1mn9VYMubWowC5aVATKg,3EPqpch8B8nk37gcxKCnQ5n6VSu4NyetcyZen636NYfb,146.834528
3640,Dwm1X158TwrAQDKvVRLnQvxnbxjcdfK7h5fwbSYzZqRE,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.855336068
3641,Dwm1X158TwrAQDKvVRLnQvxnbxjcdfK7h5fwbSYzZqRE,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.166e-06
3642,Dwm1X158TwrAQDKvVRLnQvxnbxjcdfK7h5fwbSYzZqRE,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.242808
3643,CSJTTb1cns3EqQh6L8NtenMJumNgWcA4J1qfxbFMGs9P,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.396431
3644,CSJTTb1cns3EqQh6L8NtenMJumNgWcA4J1qfxbFMGs9P,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,6.1e-08
3645,36UxwyERSusRDC6FwH7vHhFk4q7rjTyR9A4SNQHRr2TK,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.362890042
3646,36UxwyERSusRDC6FwH7vHhFk4q7rjTyR9A4SNQHRr2TK,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.514185484
3647,36UxwyERSusRDC6FwH7vHhFk4q7rjTyR9A4SNQHRr2TK,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,678.584582
3648,5ajJSatz5GA7sJT6SV2EGAG8ipMffR5FsKkYC6geUtGw,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,314.039419
3649,5ajJSatz5GA7sJT6SV2EGAG8ipMffR5FsKkYC6geUtGw,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,8.3e-07
3650,8yKq8xQbBAk9JY4L3KzQsEU4X1AF3i8RtmkRfB5voqyV,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,13.516730307
3651,8yKq8xQbBAk9JY4L3KzQsEU4X1AF3i8RtmkRfB5voqyV,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,177.783411
3652,8yKq8xQbBAk9JY4L3KzQsEU4X1AF3i8RtmkRfB5voqyV,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.43e-07
3653,4FNvX5GAtb4pLftYCqxUtwFMUpaHoZV7ehqCibJ63Dd3,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,69.519851674
3654,4FNvX5GAtb4pLftYCqxUtwFMUpaHoZV7ehqCibJ63Dd3,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.29e-07
3655,4FNvX5GAtb4pLftYCqxUtwFMUpaHoZV7ehqCibJ63Dd3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.506466
3656,5ioS4Tvs77WbUxQBbyPzjMm5V9PvLYqHbUGmbzt7vmRk,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9.1e-08
3657,5ioS4Tvs77WbUxQBbyPzjMm5V9PvLYqHbUGmbzt7vmRk,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.102501
3658,DdPJajcxPJMYb9tHVYyRNS3tuLSZxSTVNZxbmXX5CF6o,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.093825
3659,DdPJajcxPJMYb9tHVYyRNS3tuLSZxSTVNZxbmXX5CF6o,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.04e-07
3660,6bLSnPoGTtVTJgV5Jr4gV6AGzeywXUvnCX1gKvZLMTDk,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.296463786
3661,6bLSnPoGTtVTJgV5Jr4gV6AGzeywXUvnCX1gKvZLMTDk,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.7e-08
3662,FtskkeC7yvBdiFUEfPgZZ9Gkxy7ve3gkrRBDQKAPj1Zm,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,711.007867
3663,FtskkeC7yvBdiFUEfPgZZ9Gkxy7ve3gkrRBDQKAPj1Zm,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,153.281927423
3664,FtskkeC7yvBdiFUEfPgZZ9Gkxy7ve3gkrRBDQKAPj1Zm,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9e-08
3665,AfnVMaLUMXz3rKc3S6K6iaYogxZuHJZjd7iHXMYeQn47,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,2.13e-07
3666,AfnVMaLUMXz3rKc3S6K6iaYogxZuHJZjd7iHXMYeQn47,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.258233
3667,JBPJyAVtiTFqV8DQ5VRWg9SXvXPUU4eYRzKm6nnNPMRV,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.090145
3668,3DRAoukWCfcnn2Y5xSoMBg7a5mAfhXazu3CFSxwwBhKH,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.003372
3669,3DRAoukWCfcnn2Y5xSoMBg7a5mAfhXazu3CFSxwwBhKH,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
3670,4vMcwFAjcjT9bBE3MqNSP5twGonuS1sfbtNVyADrpeFm,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.219409
3671,4vMcwFAjcjT9bBE3MqNSP5twGonuS1sfbtNVyADrpeFm,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,8.7e-08
3672,8WttbhhPQuahrU5GZnTZ8YCarinXVu8erKprSG9D8Q3R,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.868829
3673,3vevh6vVTqAb9wb7kuShGdFNHCszAbME5UZRJEYnjLNc,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,1.0
3674,3vevh6vVTqAb9wb7kuShGdFNHCszAbME5UZRJEYnjLNc,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2.068776
3675,3vevh6vVTqAb9wb7kuShGdFNHCszAbME5UZRJEYnjLNc,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,9.0
3676,ArSJvSDMc8Y8jGq4oveyiHpyKstfwibqQEPD8KiLDMmT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4.554515
3677,FUVPgNUeWnKpypiqQk7dcTS447SurvKhqF39jXTffsyp,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.032433
3678,BaaPb9JeqUYjeAghigGf4camCPCjCe4WFAWtsLw1VRwd,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.42e-07
3679,BaaPb9JeqUYjeAghigGf4camCPCjCe4WFAWtsLw1VRwd,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3402.08733
3680,6RPkSZrE664E1og8p4AzCeeCFL3PUCNZB6mJfVAgf9j6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2.193188
3681,6RPkSZrE664E1og8p4AzCeeCFL3PUCNZB6mJfVAgf9j6,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,4.4e-08
3682,J7WkMKAz9LX4mSAQWj9FY6NB17BKxjREFSh5iyZYzLnw,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2045.919177
3683,J7WkMKAz9LX4mSAQWj9FY6NB17BKxjREFSh5iyZYzLnw,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.003441286
3684,J7WkMKAz9LX4mSAQWj9FY6NB17BKxjREFSh5iyZYzLnw,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,5e-09
3685,KtNUZynaS7rcC6H6XBVpccULW3vn6DFiQMzVRAVcJeQ,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5.838463
3686,HJSrKw7cA2qfHL8E9KMxUDUP5uj5J8GrPvotJqCC22cE,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,8.2e-08
3687,HJSrKw7cA2qfHL8E9KMxUDUP5uj5J8GrPvotJqCC22cE,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1381.760588
3688,6Eb96PVmdnLCW4vEcTScFAG9HkRG9APH5Zbk8iPmHYL3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,371.596357
3689,6Eb96PVmdnLCW4vEcTScFAG9HkRG9APH5Zbk8iPmHYL3,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
3690,6Eb96PVmdnLCW4vEcTScFAG9HkRG9APH5Zbk8iPmHYL3,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,5.7e-08
3691,6Eb96PVmdnLCW4vEcTScFAG9HkRG9APH5Zbk8iPmHYL3,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,437.483832486
3692,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,7MC1kwNJaScpMw1QukdeD48rSp7cE3NgxZ2yKdDBPqQe,6.0
3693,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,489.33
3694,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,6cKnRJskSTonD6kZiWt2Fy3NB6ZND6CbgA3vHiZ1kHEU,5.013
3695,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,0.647656
3696,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,1.0
3697,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,6MXp7K7LE83aqTfqfg1tRsX2PdksBQZx6THCXmimEuVY,2037.753270017
3698,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1523.571207
3699,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,star2pH7rVWscs743JGdCAL8Lc9nyJeqx7YQXkGUnWf,1.0
3700,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,5.0
3701,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,1.4e-08
3702,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,CZ6op9z4Xeid8TCbDQ5fmSyTj5M9HtPBJFjBugY8XsH1,2037.753270017
3703,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,xxxxa1sKNGwFtw2kFn8XauW9xq8hBZ5kVtcSesTT9fW,1.26
3704,wwqLQsvULzJRjaGpqfC5rwBeohNacGcNP74diqyhrSD,HHjoYwUp5aU6pnrvN4s2pwEErwXNZKhxKGYjRJMoBjLw,100.0
